GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
201312310040,2013-12-31,"Pakistan","Karachi","Unknown",0,,,,,0,0,Government (General),,,South Asia,Assassination,,,Explosives/Bombs/Dynamite,Firearms,,
201312310039,2013-12-31,"Pakistan","Warah","Unknown",0,,,,,1,0,Journalists & Media,,,South Asia,Assassination,,,Firearms,,,
201312310038,2013-12-31,"Chile","Unknown","Unknown",0,,,,,0,1,Business,,,South America,Facility/Infrastructure Attack,,,Firearms,Incendiary,,
201312310035,2013-12-31,"United Kingdom","Armagh","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310034,2013-12-31,"Iraq","Bikr","Unknown",0,,,,,1,0,Educational Institution,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312310033,2013-12-31,"Russia","Buynaksk","Unknown",0,,,,,1,0,Government (General),,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310031,2013-12-31,"Iraq","Baghdad","Unknown",0,,,,,2,1,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310030,2013-12-31,"Iraq","Dawr district","Unknown",0,,,,,Unknown,Unknown,Government (General),Government (General),,Middle East & North Africa,Hostage Taking (Kidnapping),,,Firearms,,,
201312310027,2013-12-31,"Pakistan","Charsadda","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310025,2013-12-31,"Pakistan","Peshawar","Unknown",0,,,,,3,4,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310024,2013-12-31,"Iraq","Qayarah","Unknown",0,,,,,1,0,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310023,2013-12-31,"Egypt","Unknown","Ansar Bayt al-Maqdis (Ansar Jerusalem)",0,,,,,0,0,Utilities,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310022,2013-12-31,"Iraq","Baghdad","Unknown",0,,,,,1,5,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310021,2013-12-31,"Iraq","Baghdad","Unknown",0,,,,,0,11,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310020,2013-12-31,"Yemen","Aden","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310019,2013-12-31,"Yemen","Aden","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310017,2013-12-31,"Yemen","Sadah","Unknown",0,,,,,0,0,Educational Institution,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310016,2013-12-31,"Yemen","Unknown","Unknown",0,,,,,0,0,Military,,,Middle East & North Africa,Unknown,,,Unknown,,,
201312310015,2013-12-31,"Yemen","Aden","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,1,7,Police,,,Middle East & North Africa,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Firearms,,
201312310014,2013-12-31,"Yemen","Unknown","Unknown",0,,,,,Unknown,Unknown,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310011,2013-12-31,"Philippines","Carmen","Unknown",0,,,,,0,5,Religious Figures/Institutions,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310010,2013-12-31,"Philippines","Sumisip","Abu Sayyaf Group (ASG)",0,,,,,7,5,Religious Figures/Institutions,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310009,2013-12-31,"Somalia","Mogadishu","Al-Shabaab",1,,,,,6,0,Military,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310007,2013-12-31,"Somalia","Galkayo","Al-Shabaab",1,,,,,0,1,Government (General),,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310006,2013-12-31,"Somalia","Mogadishu","Unknown",0,,,,,2,0,Military,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312310004,2013-12-31,"Pakistan","Khuzdar","Unknown",0,,,,,1,0,Private Citizens & Property,,,South Asia,Assassination,,,Firearms,,,
201312310003,2013-12-31,"Somalia","Mogadishu","Al-Shabaab",1,,,,,0,0,Private Citizens & Property,,,Sub-Saharan Africa,Bombing/Explosion,Facility/Infrastructure Attack,,Explosives/Bombs/Dynamite,Firearms,Sabotage Equipment,
201312310002,2013-12-31,"Somalia","Mogadishu","Al-Shabaab",0,,,,,Unknown,Unknown,Police,,,Sub-Saharan Africa,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201312310001,2013-12-31,"Somalia","Mogadishu","Al-Shabaab",0,,,,,Unknown,Unknown,Military,,,Sub-Saharan Africa,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201312300078,2013-12-30,"Iraq","Khalis district","Unknown",0,,,,,0,0,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300077,2013-12-30,"Iraq","Mosul","Unknown",0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201312300076,2013-12-30,"Iraq","Shirqat","Unknown",0,,,,,3,0,Utilities,Police,,Middle East & North Africa,Armed Assault,,,Firearms,Incendiary,,
201312300075,2013-12-30,"Iraq","Dujail","Unknown",0,,,,,1,0,Government (General),,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300073,2013-12-30,"Iraq","Qayarah","Unknown",0,,,,,1,0,Military,,,Middle East & North Africa,Assassination,,,Explosives/Bombs/Dynamite,,,
201312300066,2013-12-30,"Yemen","Al-Habilayn","Southern Mobility Movement (Yemen)",1,,,,,8,Unknown,Military,,,Middle East & North Africa,Hostage Taking (Kidnapping),Armed Assault,,Explosives/Bombs/Dynamite,Firearms,,
201312300065,2013-12-30,"Iraq","Muqdadiyah","Unknown",0,,,,,1,0,Religious Figures/Institutions,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312300064,2013-12-30,"Afghanistan","Qala Kah district","Taliban",0,,,,,2,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300062,2013-12-30,"Afghanistan","Panjwai district","Unknown",0,,,,,0,2,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300055,2013-12-30,"Pakistan","Rawalpindi","Unknown",0,,,,,0,0,Police,,,South Asia,Armed Assault,,,Firearms,,,
201312300054,2013-12-30,"Iraq","Baiji","Unknown",0,,,,,3,3,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300053,2013-12-30,"Democratic Republic of the Congo","Kinshasa","Unknown",0,16,Unknown,Military,Sub-Saharan Africa,,,,Armed Assault,Firearms,Melee
201312300052,2013-12-30,"Democratic Republic of the Congo","Kinshasa","Unknown",0,,,,,16,1,Airports and Aircraft,,,Sub-Saharan Africa,Armed Assault,,,Firearms,Melee,,
201312300051,2013-12-30,"Democratic Republic of the Congo","Kinshasa","Unknown",0,,,,,8,Unknown,Journalists & Media,,,Sub-Saharan Africa,Hostage Taking (Barricade Incident),Armed Assault,,Firearms,Melee,,
201312300048,2013-12-30,"Libya","Benghazi","Unknown",0,,,,,0,0,Government (General),,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312300047,2013-12-30,"Libya","Benghazi","Unknown",0,,,,,0,1,Terrorists/Non-state Militia,,,Middle East & North Africa,Assassination,,,Explosives/Bombs/Dynamite,,,
201312300046,2013-12-30,"Pakistan","Shabqadar","Unknown",0,,,,,0,0,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300039,2013-12-30,"Pakistan","Islamabad","Unknown",0,,,,,0,0,Government (General),,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300038,2013-12-30,"Afghanistan","Pusht Rod district","Taliban",0,,,,,2,1,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300037,2013-12-30,"China","Yarkand","Uighur Separatists",0,,,,,8,0,Police,,,East Asia,Armed Assault,,,Explosives/Bombs/Dynamite,Melee,,
201312300036,2013-12-30,"Pakistan","Bannu","Unknown",0,,,,,0,2,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300035,2013-12-30,"Pakistan","Charsadda","Unknown",0,,,,,3,2,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300034,2013-12-30,"Pakistan","Dhoke Seydan","Unknown",0,,,,,3,1,Police,,,South Asia,Armed Assault,,,Firearms,,,
201312300033,2013-12-30,"Pakistan","Serai Naurang","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300032,2013-12-30,"Russia","Khasavyurt","Unknown",0,,,,,1,2,Police,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300031,2013-12-30,"Iraq","Shirqat district","Unknown",0,,,,,5,0,Military,,,Middle East & North Africa,Unknown,,,Unknown,,,
201312300030,2013-12-30,"Iraq","Albu-Hashmah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,4,2,Terrorists/Non-state Militia,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312300029,2013-12-30,"Iraq","Unknown","Islamic State of Iraq and the Levant (ISIL)",0,,,,,4,2,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312300028,2013-12-30,"Iraq","Shirqat district","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300026,2013-12-30,"India","Katihar district","Unknown",0,,,,,0,0,Transportation,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300023,2013-12-30,"Greece","Athens","Group of Popular Fighters",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,
201312300021,2013-12-30,"Iraq","Tuz Khormato","Islamic State of Iraq and the Levant (ISIL)",0,,,,,0,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300020,2013-12-30,"Iraq","Shirqat district","Unknown",0,,,,,2,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300019,2013-12-30,"Iraq","Shirqat district","Unknown",0,,,,,2,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300018,2013-12-30,"Iraq","Tikrit","Unknown",0,,,,,0,2,Government (General),,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300017,2013-12-30,"Iraq","Baghdad","Unknown",0,,,,,1,4,Transportation,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300016,2013-12-30,"Iraq","Kirkuk","Unknown",0,,,,,0,6,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300015,2013-12-30,"Iraq","Sulayman Beg","Unknown",0,,,,,1,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300014,2013-12-30,"Iraq","Tikrit","Unknown",0,,,,,0,0,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300013,2013-12-30,"Iraq","Al-Khadharan","Unknown",0,,,,,0,5,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300012,2013-12-30,"Iraq","Kirkuk","Islamic State of Iraq and the Levant (ISIL)",0,,,,,0,4,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300011,2013-12-30,"Somalia","Afmadow","Al-Shabaab",0,,,,,4,Unknown,Terrorists/Non-state Militia,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201312300009,2013-12-30,"Kenya","Dadaab","Al-Shabaab",1,,,,,0,4,Police,NGO,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300008,2013-12-30,"Russia","Volgograd","Caucasus Emirate",0,,,,,17,28,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300007,2013-12-30,"Pakistan","Panjgur","Baloch Liberation Army (BLA)",0,,,,,Unknown,Unknown,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300006,2013-12-30,"Pakistan","Panjgur","Unknown",0,,,,,0,0,Airports and Aircraft,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312300003,2013-12-30,"Pakistan","Wadh","Unknown",0,,,,,0,0,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290074,2013-12-29,"Iraq","Baghdad","Unknown",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290073,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,2,0,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312290072,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,5,0,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290071,2013-12-29,"Iraq","Iskandariyah","Unknown",0,,,,,1,3,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290070,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,0,0,Government (General),,,Middle East & North Africa,Assassination,,,Explosives/Bombs/Dynamite,,,
201312290069,2013-12-29,"Iraq","Falahat","Unknown",0,,,,,0,5,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290068,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,0,3,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290067,2013-12-29,"Iraq","Tuz Khormato","Unknown",0,,,,,0,3,Police,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290066,2013-12-28,"Iraq","Baiji","Unknown",0,,,,,1,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290065,2013-12-29,"Somalia","Baidoa","Unknown",0,,,,,0,0,Police,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290059,2013-12-29,"Pakistan","Hangu","Unknown",0,,,,,1,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290058,2013-12-30,"Yemen","Sanaa","Muslim Fundamentalists",0,,,,,Unknown,Unknown,Government (General),,,Middle East & North Africa,Assassination,,,Firearms,,,
201312290055,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290054,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290053,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290052,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290051,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290050,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290049,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290048,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290047,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290046,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290045,2013-12-29,"India","Balichanda","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290043,2013-12-29,"Libya","Benghazi","Unknown",0,,,,,0,1,Military,,,Middle East & North Africa,Unknown,,,Unknown,,,
201312290042,2013-12-29,"Afghanistan","Unknown","Unknown",0,,,,,0,1,Military,,,South Asia,Armed Assault,,,Incendiary,,,
201312290041,2013-12-29,"Russia","Khasavyurt","Unknown",0,,,,,0,0,Police,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290040,2013-12-29,"Pakistan","North Waziristan district","Unknown",0,,,,,0,2,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290039,2013-12-29,"Russia","Derbent","Unknown",0,,,,,0,3,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290038,2013-12-29,"Russia","Derbent","Unknown",0,,,,,0,3,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290037,2013-12-29,"Bangladesh","Sherpur","Unknown",0,,,,,0,0,Government (General),,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201312290036,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,1,0,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312290034,2013-12-29,"Israel","Kiryat Shmona","Hezbollah",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290033,2013-12-29,"Libya","Benghazi","Unknown",0,,,,,1,0,Government (General),,,Middle East & North Africa,Assassination,,,Firearms,,,
201312290032,2013-12-29,"Libya","Benghazi","Unknown",0,,,,,1,1,Police,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312290031,2013-12-29,"Sudan","Greida","Unknown",0,,,,,3,1,Government (Diplomatic),,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
201312290030,2013-12-29,"Pakistan","Karachi","Unknown",0,,,,,3,1,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
201312290028,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290027,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290026,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290025,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290024,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290023,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290022,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290021,2013-12-29,"Iraq","Al-Qarraj","Unknown",0,,,,,0,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290020,2013-12-29,"Iraq","Karma","Unknown",0,,,,,4,10,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312290019,2013-12-29,"Iraq","Baqubah","Unknown",0,,,,,1,4,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290018,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,17,10,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290017,2013-12-29,"Iraq","Baghdad","Unknown",0,,,,,2,6,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290016,2013-12-29,"Iraq","Abu Ghraib","Unknown",0,,,,,4,3,Terrorists/Non-state Militia,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312290015,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,1,3,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290014,2013-12-29,"Iraq","Mosul","Unknown",0,,,,,4,0,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290013,2013-12-29,"Egypt","Damietta","Unknown",0,,,,,0,0,Educational Institution,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290011,2013-12-29,"Egypt","Unknown","Unknown",0,,,,,0,4,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290010,2013-12-29,"Zimbabwe","Bulawayo","Unknown",0,,,,,0,0,Journalists & Media,,,Sub-Saharan Africa,Facility/Infrastructure Attack,,,Incendiary,,,
201312290008,2013-12-29,"Somalia","Mogadishu","Al-Shabaab",1,,,,,Unknown,Unknown,Government (General),,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290007,2013-12-29,"Russia","Volgograd","Caucasus Emirate",0,,,,,19,35,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290005,2013-12-29,"Somalia","Kismayo","Al-Shabaab",1,,,,,2,0,Military,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312290004,2013-12-29,"Nigeria","Kwajaffa Babur","Muslim Fundamentalists",1,,,,,4,0,Private Citizens & Property,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
201312290003,2013-12-29,"Pakistan","Chattar","Unknown",0,,,,,Unknown,Unknown,Police,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
201312290001,2013-12-29,"Pakistan","Quetta","Unknown",0,,,,,0,4,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312280042,2013-12-28,"Iraq","Mosul","Unknown",0,,,,,0,1,Police,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201312280041,2013-12-28,"Iraq","Ayn Al-Jahsh","Unknown",0,,,,,0,1,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201312280040,2013-12-28,"Iraq","Arij","Unknown",0,,,,,3,3,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
