GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
201412310037,2014-12-31,"Yemen","Ibb","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,50,70,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300076,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300075,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300074,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300073,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300072,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300071,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300070,2014-12-30,"Yemen","Shiraa","Huthi Extremists",0,,,,,0,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300059,2014-12-30,"Somalia","Baidoa","Al-Shabaab",0,,,,,6,0,Military,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412300058,2014-12-30,"Pakistan","Jamrud","Unknown",0,,,,,1,0,Police,,,South Asia,Armed Assault,,,Firearms,,,
201412300057,2014-12-29,"Cameroon","Mbaljuel","Boko Haram",0,,,,,30,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412300056,2014-12-30,"India","Satyanarayanapuram","Maoists",0,,,,,0,0,Telecommunication,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300054,2014-12-30,"Cameroon","Doubel","Boko Haram",0,,,,,1,0,Police,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412300053,2014-12-30,"Cameroon","Mora","Boko Haram",1,,,,,13,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412300052,2014-12-30,"Nigeria","Kautikiri","Boko Haram",0,,,,,15,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Armed Assault,Facility/Infrastructure Attack,,Firearms,Incendiary,,
201412300051,2014-12-30,"Philippines","Landang Laum","Unknown",0,,,,,0,1,Military,,,Southeast Asia,Armed Assault,,,Firearms,,,
201412300049,2014-12-30,"Pakistan","Ailam","Unknown",0,,,,,3,1,Police,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
201412300045,2014-12-30,"Iraq","Mosul","Islamic State of Iraq and the Levant (ISIL)",0,,,,,0,0,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300044,2014-12-30,"Iraq","Mosul","Islamic State of Iraq and the Levant (ISIL)",0,,,,,0,0,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300042,2014-12-30,"Iraq","Baghdad","Unknown",0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300041,2014-12-30,"Iraq","Baghdad","Unknown",0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300040,2014-12-30,"Iraq","Baghdad","Unknown",0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300039,2014-12-30,"Iraq","Baghdad","Unknown",0,,,,,1,2,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300038,2014-12-30,"Iraq","Baghdad","Unknown",0,,,,,2,9,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300037,2014-12-30,"Iraq","Baghdad","Unknown",0,,,,,2,5,Police,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201412300036,2014-12-30,"Afghanistan","Zarkashan","Taliban",0,,,,,4,1,Terrorists/Non-state Militia,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300035,2014-12-30,"Pakistan","Kurram district","Tehrik-i-Taliban Pakistan (TTP)",0,,,,,0,0,Educational Institution,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201412300034,2014-12-30,"Pakistan","Mandan","Tehrik-i-Taliban Pakistan (TTP)",0,,,,,0,0,Educational Institution,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201412300026,2014-12-30,"Afghanistan","Saydabad district","Taliban",0,,,,,1,1,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300025,2014-12-30,"Philippines","Patikul","Abu Sayyaf Group (ASG)",0,,,,,0,0,Military,,,Southeast Asia,Armed Assault,,,Firearms,,,
201412300024,2014-12-30,"Afghanistan","Deh Rahwod district","Taliban",0,,,,,3,5,Police,,,South Asia,Armed Assault,,,Firearms,,,
201412300023,2014-12-30,"Pakistan","Karachi","Unknown",0,,,,,1,1,Private Citizens & Property,,,South Asia,Armed Assault,,,Firearms,,,
201412300022,2014-12-30,"Paraguay","Azotey","Paraguayan People's Army (EPP)",0,,,,,0,0,Business,,,South America,Unknown,,,Unknown,,,
201412300021,2014-12-30,"Pakistan","Mohmand district","Unknown",0,,,,,1,0,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300020,2014-12-30,"Pakistan","Mohmand district","Jamaat-ul-Ahrar",0,,,,,0,2,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300018,2014-12-30,"Yemen","As Saq","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,0,0,Business,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201412300017,2014-12-30,"Somalia","Daynunay","Al-Shabaab",0,,,,,Unknown,Unknown,Military,,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
201412300014,2014-12-30,"Yemen","Aden","Unknown",0,,,,,1,0,Military,,,Middle East & North Africa,Assassination,,,Firearms,,,
201412300012,2014-12-30,"Pakistan","Quetta","Unknown",0,,,,,1,0,Private Citizens & Property,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
201412300009,2014-12-30,"Pakistan","Bolan district","United Baloch Army (UBA)",0,,,,,0,0,Transportation,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300008,2014-12-30,"Pakistan","Loti","Baloch Republican Army (BRA)",0,,,,,0,0,Utilities,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300006,2014-12-30,"Libya","Sidra","Muslim Fundamentalists",0,,,,,0,0,Terrorists/Non-state Militia,,,Middle East & North Africa,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201412300005,2014-12-30,"Libya","Tubruq","Barqa Province of the Islamic State",0,,,,,1,11,Government (General),,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412300001,2014-12-30,"Syria","Aleppo","Shamiya Front",0,,,,,7,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290080,2014-12-29,"Egypt","Sheikh Zuweid","Sinai Province of the Islamic State",0,,,,,1,0,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),,,Firearms,,,
201412290072,2014-12-29,"Philippines","Luna","Unknown",0,,,,,0,5,NGO,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290069,2014-12-29,"Pakistan","Karachi","Unknown",0,,,,,0,0,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290067,2014-12-29,"Philippines","Shariff Aguak","Unknown",0,,,,,0,0,Unknown,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290066,2014-12-29,"Afghanistan","Alishing district","Taliban",0,,,,,2,1,Military,,,South Asia,Armed Assault,,,Firearms,,,
201412290065,2014-12-29,"Afghanistan","Shedai","Unknown",0,,,,,0,2,Police,,,South Asia,Armed Assault,,,Firearms,,,
201412290064,2014-12-28,"Afghanistan","Gelan district","Taliban",1,,,,,3,Unknown,Police,,,South Asia,Armed Assault,,,Firearms,,,
201412290063,2014-12-29,"Afghanistan","Unknown","Taliban",0,,,,,1,0,Private Citizens & Property,,,South Asia,Assassination,,,Unknown,,,
201412290062,2014-12-29,"Central African Republic","Moussa","Lord's Resistance Army (LRA)",0,,,,,Unknown,2,Private Citizens & Property,,,Sub-Saharan Africa,Hostage Taking (Kidnapping),,,Unknown,,,
201412290058,2014-12-29,"Afghanistan","Chakhansur district","Taliban",0,,,,,2,2,Police,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290057,2014-12-29,"Cameroon","Unknown","Boko Haram",0,,,,,2,0,Military,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412290056,2014-12-29,"Cameroon","Kolofata","Boko Haram",0,,,,,2,2,Military,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290053,2014-12-29,"Nigeria","Chikwarkir","Boko Haram",0,,,,,7,0,Private Citizens & Property,,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290052,2014-12-29,"India","Umrangso","Unknown",0,,,,,Unknown,Unknown,Business,,,South Asia,Hostage Taking (Kidnapping),,,Firearms,,,
201412290050,2014-12-29,"Pakistan","Tangai","Unknown",0,,,,,0,0,Private Citizens & Property,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290048,2014-12-29,"Pakistan","Pir Sabak","Unknown",0,,,,,0,0,Unknown,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290047,2014-12-29,"Pakistan","Dargai","Unknown",0,,,,,1,1,Business,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290046,2014-12-29,"Afghanistan","Unknown","Taliban",0,,,,,1,0,Military,Military,,South Asia,Unknown,,,Unknown,,,
201412290045,2014-12-29,"Afghanistan","Sangin district","Taliban",0,,,,,9,6,Police,,,South Asia,Armed Assault,,,Firearms,,,
201412290044,2014-12-29,"Iraq","Dhuluiya","Islamic State of Iraq and the Levant (ISIL)",0,,,,,1,0,Terrorists/Non-state Militia,,,Middle East & North Africa,Assassination,,,Firearms,,,
201412290043,2014-12-29,"Iraq","Fallujah district","Al-Naqshabandiya Army",0,"Islamic State of Iraq and the Levant (ISIL)",0,,,27,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Unknown,,,Unknown,,,
201412290042,2014-12-29,"West Bank and Gaza Strip","Bayt Umar","Palestinian Extremists",0,,,,,0,2,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290040,2014-12-29,"Philippines","Zamboanga City","Abu Sayyaf Group (ASG)",0,,,,,0,0,Business,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290039,2014-12-23,"Philippines","Paracale","New People's Army (NPA)",0,,,,,0,0,Business,,,Southeast Asia,Facility/Infrastructure Attack,,,Incendiary,,,
201412290038,2014-12-29,"Philippines","Barigyan","New People's Army (NPA)",0,,,,,3,0,Military,,,Southeast Asia,Armed Assault,,,Firearms,,,
201412290037,2014-12-29,"United Kingdom","Belfast","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
201412290036,2014-12-29,"United Kingdom","Belfast","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
201412290035,2014-12-29,"United Kingdom","Belfast","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
201412290034,2014-12-28,"India","Pega","Communist Party of India - Maoist (CPI-Maoist)",0,,,,,0,0,Private Citizens & Property,,,South Asia,Hostage Taking (Kidnapping),,,Unknown,,,
201412290033,2014-12-29,"Paraguay","Yby Yau","Paraguayan People's Army (EPP)",0,,,,,0,1,Private Citizens & Property,,,South America,Armed Assault,,,Firearms,,,
201412290032,2014-12-29,"Iraq","Tikrit district","Unknown",0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201412290031,2014-12-29,"Iraq","Hadithah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,30,Unknown,Utilities,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201412290030,2014-12-29,"Iraq","Baghdad","Unknown",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290029,2014-12-29,"Pakistan","Mohmand district","Unknown",0,,,,,0,3,Military,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290028,2014-12-29,"Iraq","Taji","Islamic State of Iraq and the Levant (ISIL)",0,,,,,22,63,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290027,2014-12-29,"Iraq","Ishaqi","Unknown",0,,,,,4,13,Police,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290026,2014-12-29,"Yemen","Matab Adban","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,2,3,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290025,2014-12-29,"Mali","Tessalit","Ansar al-Dine (Mali)",0,,,,,0,0,Government (Diplomatic),,,Sub-Saharan Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290023,2014-12-29,"Somalia","Mogadishu","Unknown",0,,,,,1,0,Government (General),,,Sub-Saharan Africa,Armed Assault,,,Firearms,,,
201412290022,2014-12-29,"Somalia","Jalalaqsi","Al-Shabaab",0,,,,,Unknown,Unknown,Military,Military,Private Citizens & Property,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412290019,2014-12-29,"Yemen","Qatn","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,0,3,Military,,,Middle East & North Africa,Assassination,,,Explosives/Bombs/Dynamite,Firearms,,
201412290018,2014-12-29,"Yemen","Bayda","Al-Qaida in the Arabian Peninsula (AQAP)",0,,,,,1,0,Government (General),,,Middle East & North Africa,Assassination,,,Firearms,,,
201412290017,2014-12-29,"Sweden","Eslov","Unknown",0,,,,,0,0,Religious Figures/Institutions,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
201412290016,2014-12-29,"Syria","Furqlus","Islamic State of Iraq and the Levant (ISIL)",0,"Al-Nusrah Front",0,,,9,15,Military,Business,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412290014,2014-12-29,"Libya","Benghazi","Unknown",0,,,,,1,0,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201412290009,2014-12-28,"Iran","Saravan","Unknown",0,,,,,3,0,Military,,,Middle East & North Africa,Armed Assault,,,Firearms,,,
201412290006,2014-12-27,"Pakistan","Asreli","Baloch Republican Army (BRA)",0,,,,,9,18,Military,,,South Asia,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201412290005,2014-12-29,"Cameroon","Unknown","Boko Haram",0,,,,,8,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412290004,2014-12-29,"Cameroon","Ashigashiya","Boko Haram",0,,,,,8,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412290003,2014-12-29,"Cameroon","Limani","Boko Haram",0,,,,,8,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412290002,2014-12-29,"Cameroon","Am Chide","Boko Haram",0,,,,,8,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412290001,2014-12-29,"Cameroon","Makari","Boko Haram",0,,,,,8,Unknown,Private Citizens & Property,,,Sub-Saharan Africa,Unknown,,,Unknown,,,
201412280094,2014-12-28,"Ukraine","Hranitne","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280093,2014-12-28,"Ukraine","Hranitne","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280089,2014-12-28,"Afghanistan","Qarabagh district","Taliban",0,,,,,0,1,Police,Private Citizens & Property,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280088,2014-12-28,"Colombia","Hato Corozal district","National Liberation Army of Colombia (ELN)",0,,,,,4,0,Police,Government (General),,South America,Armed Assault,,,Firearms,,,
201412280087,2014-12-28,"Uganda","Kampala district","Allied Democratic Forces (ADF)",0,,,,,1,0,Religious Figures/Institutions,,,Sub-Saharan Africa,Assassination,,,Firearms,,,
201412280086,2014-12-28,"Philippines","Masbate","Unknown",0,,,,,0,2,Business,,,Southeast Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280077,2014-12-28,"Syria","Kobani","Islamic State of Iraq and the Levant (ISIL)",0,,,,,4,Unknown,Terrorists/Non-state Militia,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280075,2014-12-28,"Bangladesh","Dhaka","Unknown",0,,,,,0,0,Violent Political Party,,,South Asia,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201412280074,2014-12-28,"Bangladesh","Meherpur","Pro Hartal Activists",0,,,,,0,0,Unknown,,,South Asia,Facility/Infrastructure Attack,,,Incendiary,,,
